0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
17,19,16,24,45,45,46,9,4,5,4,60,92,87,92,4
92,87,92,4,17,19,16,24,45,45,46,9,4,5,4,60
45,45,46,9,17,19,17,23,92,87,92,4,4,6,5,62
46,46,47,9,93,88,92,4,18,20,17,23,4,6,5,62
93,88,93,4,17,20,20,30,47,47,48,9,5,7,6,56
4,7,6,62,47,47,48,9,93,88,93,4,18,21,18,23
48,48,49,9,4,7,6,63,19,21,19,23,94,88,93,4
18,21,18,24,47,47,48,9,4,6,5,61,93,88,92,4
17,20,17,25,45,46,46,9,92,87,91,4,4,6,5,61
45,46,46,9,18,20,17,24,91,87,91,4,4,6,5,61
4,6,5,61,18,20,17,24,45,46,47,9,91,87,91,3
90,86,90,4,18,20,17,24,4,6,5,61,45,45,46,9
46,47,48,9,4,6,5,62,92,87,91,3,18,21,18,24
6,6,5,58,92,87,91,3,23,18,15,28,46,46,47,9
9,7,6,45,88,14,13,11,80,67,72,8,37,16,15,34
93,87,91,3,24,17,14,30,7,6,5,56,47,46,46,9
48,47,47,9,20,21,17,24,93,87,92,3,5,6,4,62
19,21,16,24,46,46,46,9,4,6,4,62,92,87,91,3
19,21,17,23,94,88,92,3,4,6,4,63,48,47,48,8
19,21,17,23,93,88,92,3,48,47,48,8,4,6,4,63
94,89,93,3,20,21,18,23,4,6,4,64,49,48,49,8
93,88,92,3,19,21,17,24,48,47,48,8,4,5,4,63
94,89,93,3,49,48,49,8,20,21,18,23,4,6,4,64
46,46,47,9,18,20,17,24,3,5,4,62,92,87,91,3
3,5,4,64,49,47,48,8,93,87,92,3,19,21,17,23
18,20,17,23,46,46,47,8,91,87,91,3,3,5,4,63
48,48,50,8,19,21,18,23,93,89,93,3,3,5,4,65
48,48,50,8,19,21,18,22,3,5,4,65,93,89,94,3
3,5,4,65,93,89,94,3,48,48,50,8,19,21,18,22
21,20,17,22,92,87,93,3,3,5,4,64,52,45,47,9
92,88,93,3,47,47,50,8,3,5,4,65,20,21,18,22
88,85,91,3,43,43,45,9,3,4,3,63,17,19,16,22
44,44,46,9,89,86,91,3,17,19,16,23,3,4,3,63
43,43,45,9,17,19,16,22,3,4,4,64,88,85,90,3
42,42,44,9,17,19,16,22,87,84,90,3,3,4,4,63
43,43,45,9,88,85,91,3,17,19,17,22,3,4,4,64
89,86,92,3,44,45,48,8,3,5,4,65,18,20,18,21
3,5,4,65,44,44,48,8,18,20,18,21,89,86,92,3
16,18,16,22,87,85,91,3,3,4,3,64,42,42,46,9
87,84,91,3,16,18,16,22,3,4,3,64,41,42,45,9
16,18,16,22,41,41,44,9,3,4,3,63,86,84,90,3
16,18,16,22,3,4,4,64,86,84,90,3,41,41,45,9
16,18,16,22,41,41,45,9,3,4,4,64,86,84,90,3
40,40,43,9,16,18,16,22,85,83,89,4,3,4,4,63
40,40,44,9,86,83,89,3,15,17,16,22,3,4,3,64
39,40,44,9,14,16,15,23,86,83,89,3,2,4,3,64
39,40,44,8,14,16,15,23,86,83,89,3,2,4,3,64
41,42,47,8,16,18,17,20,2,4,4,67,88,85,91,3
89,86,92,3,43,44,49,7,3,4,4,68,17,19,18,20
39,40,44,8,14,16,15,23,86,83,88,3,2,4,3,64
38,39,43,8,85,82,87,3,14,16,15,22,2,3,3,64
89,85,90,3,16,18,17,21,2,4,3,67,42,43,47,7
14,16,15,22,38,39,43,8,2,3,3,65,85,82,87,3
3,4,3,70,91,87,91,3,17,19,18,19,44,44,49,7
90,87,91,3,44,44,48,7,17,18,18,19,2,4,3,69
14,16,15,21,2,3,3,67,88,84,88,3,40,41,44,7
14,16,15,21,88,85,88,3,40,41,44,7,2,3,3,67
17,18,18,19,2,4,3,71,92,88,91,2,44,45,49,6
16,17,17,20,2,3,3,69,43,43,47,7,90,86,90,3
18,18,18,19,48,44,46,6,91,86,90,2,3,4,3,71
88,84,88,3,41,41,43,7,14,15,15,22,2,3,3,66
100,41,40,18,23,9,9,31,2,4,2,17,101,77,72,33
100,41,41,17,101,77,72,33,24,9,9,30,2,4,2,18
101,77,72,32,24,9,9,30,101,42,41,17,2,4,2,19
116,57,55,15,96,80,75,24,14,7,6,49,89,35,35,10
28,12,16,23,4,5,4,26,106,54,63,19,99,83,85,30
103,77,85,47,63,30,41,6,21,10,12,22,2,4,3,23
72,35,46,7,22,10,13,20,103,77,85,45,1,5,3,26
111,62,74,19,60,30,41,7,8,7,7,45,97,86,92,28
30,13,19,14,2,5,4,34,93,48,60,11,104,80,87,39
100,41,44,15,31,11,13,15,1,5,4,35,104,76,73,33
100,40,43,15,31,11,13,14,104,75,73,33,1,5,3,36
32,11,13,13,1,5,4,37,104,75,73,33,101,40,43,15
103,41,43,16,2,5,4,38,34,11,13,12,103,75,73,33
103,75,73,33,35,11,13,12,103,41,43,16,2,5,4,38
34,10,13,13,2,5,4,37,102,41,43,16,103,75,72,33
103,74,72,32,34,10,13,13,102,41,43,16,2,5,4,37
102,75,73,31,104,42,44,17,2,5,4,36,35,10,13,14
103,41,44,17,34,10,13,15,2,5,4,36,102,75,73,31
34,10,13,15,103,41,44,17,2,5,4,35,102,74,73,30
103,41,44,18,33,10,12,16,2,6,4,35,102,74,73,29
104,41,45,18,34,10,13,17,102,74,73,28,2,6,4,35
2,6,4,36,35,10,13,16,104,41,45,18,102,74,73,28
102,74,73,27,103,41,44,19,2,6,4,36,36,10,13,16
39,11,14,14,3,6,4,39,102,74,73,26,104,41,45,19
102,74,73,25,52,15,19,11,106,42,46,18,5,6,5,44
107,43,47,18,102,75,73,24,6,6,5,46,59,18,22,11
107,43,47,17,102,74,73,23,63,20,24,11,6,6,5,47
6,6,5,48,102,75,74,21,112,47,50,15,72,24,28,14
85,30,35,18,31,10,11,9,107,68,67,30,3,6,4,41
108,67,67,29,32,10,11,9,3,6,4,42,86,31,35,18
87,31,35,18,36,10,11,9,3,6,4,44,108,67,67,28
7,7,5,51,73,26,28,14,103,74,73,17,112,45,49,16
111,45,49,16,70,25,27,14,104,74,73,16,7,7,5,51
4,7,5,47,90,33,36,16,110,65,66,24,43,13,14,11
86,32,34,15,41,12,13,11,3,7,5,48,111,63,64,24
108,70,70,14,56,18,20,14,104,41,43,18,4,7,5,52
111,61,62,22,2,6,4,50,39,11,12,11,83,31,32,15
83,30,33,16,111,61,62,20,2,6,4,52,40,11,13,10
39,11,12,10,83,30,32,16,111,60,61,19,2,6,4,52
106,72,72,8,105,42,44,19,61,20,22,14,4,6,4,56
82,30,32,17,2,6,4,53,111,58,59,18,38,11,12,10
5,7,5,50,72,25,27,19,1,3,1,9,109,55,56,20
83,31,33,17,111,59,59,16,39,11,13,10,2,6,4,55
40,12,13,9,110,59,60,15,84,31,33,17,3,6,4,56
